,c_International_plan,c_Voice_mail_plan,Number vmail messages,Total minutes,Total charge,Customer service calls,Churn
283,0,1,41,458.9000000000001,49.58,3,0
284,0,0,0,468.59999999999997,41.57,4,1
285,0,0,0,628.4,61.83,4,0
286,1,1,38,701.8000000000001,70.75000000000001,4,0
287,0,0,0,431.09999999999997,46.699999999999996,1,0
288,0,0,0,605.3000000000001,61.44,2,0
289,0,0,0,471.79999999999995,48.029999999999994,1,0
290,0,1,23,492.4,49.93999999999999,2,0
291,1,1,39,484.29999999999995,51.01,1,0
292,0,1,29,598.9999999999999,57.62,1,0
293,1,0,0,761.0999999999999,80.86999999999999,1,1
294,0,1,36,608.1,57.07000000000001,1,0
295,0,0,0,579.0,57.33,0,0
296,0,0,0,831.3,92.2,1,1
297,0,0,0,595.1,63.56,4,0
298,0,0,0,604.6,51.17,1,0
299,0,0,0,469.90000000000003,42.57,1,0
300,0,0,0,644.3,67.75,0,0
301,0,0,0,655.7,65.43,2,0
302,1,0,0,613.9999999999999,62.24,0,1
303,0,0,0,576.8,59.09,2,0
304,0,0,0,676.0,63.31,2,0
305,0,0,0,487.8,50.52,2,0
306,0,0,0,653.0,65.18,1,0
307,1,0,0,662.1,64.53,1,1
308,0,0,0,621.5999999999999,63.56000000000001,2,0
309,0,0,0,666.4000000000001,71.21,3,0
310,0,0,0,561.7,53.75,1,0
311,1,0,0,576.4000000000001,55.050000000000004,0,0
312,1,1,22,748.0000000000001,71.9,1,0
313,0,0,0,601.7,58.52,2,0
314,0,0,0,666.0,69.96,4,0
315,0,0,0,750.9,65.09,3,0
316,0,0,0,531.1,49.870000000000005,1,0
317,0,0,0,659.8000000000001,57.269999999999996,3,0
318,0,0,0,638.0000000000001,62.00999999999999,1,0
319,0,0,0,627.9,63.92000000000001,5,0
320,0,0,0,617.4,65.25,2,0
321,0,0,0,612.3,66.91000000000001,0,1
322,0,1,22,489.00000000000006,62.71,0,0
323,0,0,0,507.2,52.66,1,0
324,0,0,0,599.6,59.480000000000004,1,1
325,0,1,31,578.5999999999999,52.62,1,0
326,0,0,0,582.6,60.67,0,0
327,0,0,0,557.8000000000001,62.00000000000001,1,0
328,0,0,0,634.3,62.84,4,0
329,1,0,0,633.1,70.06,0,0
330,0,0,0,509.90000000000003,47.11000000000001,0,0
331,0,0,0,547.7,53.599999999999994,4,1
332,1,0,0,523.9,51.86,1,0
333,0,0,0,556.6999999999999,57.50999999999999,2,0
334,0,0,0,531.4,53.81,2,0
335,0,0,0,651.3,70.93,3,0
336,0,0,0,522.9,51.93,0,0
337,0,0,0,769.6999999999999,77.88,2,1
338,1,0,0,548.9,53.67,1,1
339,0,1,34,592.4000000000001,55.839999999999996,1,0
340,0,0,0,731.1,70.69,2,0
341,0,1,28,652.3999999999999,67.88000000000001,2,0
342,0,0,0,528.5999999999999,66.75999999999999,1,0
343,0,0,0,696.7,70.96999999999998,0,0
344,0,1,45,663.0,68.87,3,0
345,0,0,0,428.5,41.940000000000005,1,0
346,0,1,40,548.2,48.59,1,0
347,0,0,0,619.5,56.53,2,0
348,0,0,0,719.2,77.07,2,1
349,0,0,0,653.3000000000001,65.56,1,0
350,0,0,0,697.5,71.97999999999999,1,0
351,0,0,0,497.7,51.44,2,0
352,0,1,31,704.3000000000001,77.86,0,0
353,0,1,29,534.7,61.39,1,0
354,0,0,0,714.2,69.78,1,0
355,0,0,0,682.5,74.39999999999999,0,1
356,0,0,0,688.5,66.62,1,0
357,0,1,27,685.5,73.94999999999999,1,0
358,0,0,0,579.1,58.89,0,0
359,0,1,29,492.7,49.190000000000005,1,0
360,0,0,0,601.7,68.27000000000001,1,0
361,1,0,0,720.1999999999999,63.08,2,0
362,0,0,0,563.0,54.22,3,0
363,0,0,0,620.9,70.7,2,0
364,0,0,0,438.49999999999994,45.18,1,0
365,0,1,23,727.3,72.99000000000001,0,0
366,0,0,0,764.1,79.89,1,1
367,0,0,0,685.5,77.1,1,1
368,0,0,0,549.2,57.44,2,0
369,0,1,28,597.0,60.839999999999996,3,0
370,0,0,0,469.09999999999997,51.400000000000006,0,0
371,0,0,0,628.6,72.0,1,0
372,0,0,0,615.4,53.54,0,0
373,0,1,23,694.5999999999999,66.17999999999999,0,0
374,1,0,0,541.7,56.41,3,1
375,0,1,36,677.0999999999999,68.38000000000001,3,1
376,0,0,0,640.5000000000001,60.739999999999995,1,0
377,0,1,34,626.7,66.57,2,0
378,0,0,0,656.1999999999999,68.53,1,0
379,0,0,0,509.2,44.38,3,0
380,0,0,0,393.40000000000003,33.22,1,0
381,0,1,33,581.5,52.25000000000001,4,1
382,0,0,0,594.1,53.38,3,0
383,0,0,0,656.3000000000001,70.89,1,0
384,0,1,23,540.1,51.22,3,0
385,0,0,0,617.0000000000001,54.88999999999999,1,0
386,0,0,0,631.2,61.05,2,0
387,0,0,0,559.1,60.589999999999996,1,0
388,0,0,0,594.9,54.99999999999999,0,0
389,0,0,0,632.0,60.41,2,0
390,0,0,0,688.3,70.5,3,0
391,0,1,16,420.6,44.379999999999995,0,0
392,0,0,0,751.6,73.41,0,0
393,0,0,0,681.1,69.39999999999999,1,0
394,0,0,0,579.5,56.86,1,0
395,1,0,0,644.9,57.9,2,1
396,0,0,0,647.0000000000001,69.74,1,0
397,1,0,0,527.1,52.949999999999996,2,0
398,0,1,36,492.09999999999997,53.43000000000001,2,0
399,0,0,0,657.3,65.94,2,0
400,0,0,0,502.90000000000003,55.989999999999995,1,0
401,0,1,28,735.9,75.24000000000001,1,0
402,1,0,0,663.5,69.21000000000001,1,1
403,1,1,26,652.6999999999999,64.43,0,0
404,0,0,0,637.2,63.45,0,0
405,0,0,0,558.2,52.57,1,0
406,0,1,31,618.9,57.769999999999996,2,0
407,0,1,24,655.1,64.29,1,0
408,0,1,26,549.6,56.230000000000004,5,1
409,0,1,17,544.3,50.88,1,0
410,0,0,0,638.5999999999999,68.03,3,0
411,0,0,0,627.5000000000001,60.089999999999996,2,0
412,0,1,30,665.0000000000001,67.13000000000001,0,0
413,1,1,29,603.8,72.18,0,1
414,0,1,14,449.79999999999995,43.629999999999995,1,0
415,0,0,0,595.5,53.059999999999995,2,0
416,0,0,0,575.3,58.8,1,0
417,0,0,0,479.20000000000005,55.1,3,0
418,0,0,0,558.4,66.59,1,0
419,0,0,0,482.49999999999994,39.17,4,1
420,0,1,27,682.6,73.66000000000001,7,0
421,0,0,0,359.00000000000006,30.039999999999996,2,0
422,0,0,0,388.8,32.5,2,0
423,0,0,0,614.0999999999999,66.17999999999999,0,0
424,0,0,0,490.00000000000006,45.879999999999995,2,0
425,1,0,0,622.9,52.800000000000004,0,0
426,0,1,37,606.4,57.61,2,0
427,0,0,0,622.2,58.64,2,0
428,0,1,38,685.1,70.08,2,0
429,0,1,36,374.59999999999997,44.93,1,0
430,0,0,0,566.2,46.86,1,0
431,0,1,40,527.7,54.120000000000005,1,0
432,0,1,22,479.0,51.60999999999999,0,0
433,0,0,0,551.8,49.199999999999996,2,0
434,0,1,28,430.6,45.519999999999996,1,0
435,1,1,20,770.3,77.67999999999999,9,1
436,0,1,27,658.3,58.45,1,0
437,0,1,31,607.3,51.03,0,0
438,0,1,31,649.5,69.37,4,0
439,0,0,0,522.6,54.22,4,1
440,0,0,0,748.7,82.32,3,1
441,1,0,0,392.20000000000005,37.529999999999994,2,0
442,0,0,0,569.9000000000001,57.46,2,0
443,0,1,25,503.1,54.709999999999994,2,0
444,0,0,0,702.2,66.39,0,0
445,0,1,20,654.3,64.45,1,0
446,0,0,0,691.0999999999999,64.77,2,1
447,0,0,0,584.4000000000001,49.98,2,0
448,0,1,18,642.7,61.29,0,0
449,0,1,28,646.6999999999999,66.80999999999999,1,0
450,0,0,0,485.59999999999997,46.44,1,0
451,0,1,29,726.3,73.46,2,0
452,0,0,0,527.7,58.75,3,0
453,1,0,0,554.9,60.309999999999995,2,0
454,0,0,0,607.5,72.64,2,0
455,1,1,32,670.3,71.86999999999999,2,1
456,0,0,0,575.8999999999999,58.8,1,0
457,0,1,26,562.4000000000001,44.95,2,0
458,1,0,0,486.8,43.13,1,0
459,0,1,31,653.2,69.93,3,0
460,0,1,36,707.9000000000001,81.80000000000001,1,0
461,0,0,0,659.9000000000001,67.09,3,0
462,0,0,0,481.5,50.22999999999999,2,0
463,0,1,30,565.3000000000001,59.33,1,0
464,0,1,21,725.4000000000001,73.1,1,0
465,0,0,0,810.1,78.19,1,1
466,0,1,25,567.4000000000001,63.05,3,0
467,0,0,0,499.2,51.61000000000001,1,0
468,0,0,0,665.5,58.8,1,0
469,0,0,0,720.9999999999999,75.65,0,1
470,0,0,0,430.9,35.18,1,0
471,1,0,0,649.8000000000001,67.01,1,0
472,0,0,0,415.2,43.91,1,0
473,0,0,0,688.6999999999999,72.89,2,0
474,0,0,0,486.50000000000006,49.81999999999999,2,0
475,0,1,29,640.0999999999999,67.00999999999999,2,0
476,0,0,0,649.8,64.25,2,0
477,0,1,28,553.9,49.94,1,0
478,0,0,0,491.20000000000005,49.18000000000001,3,0
479,0,0,0,506.8,52.16,1,0
480,0,1,46,671.0,67.07000000000001,0,0
481,0,0,0,528.2,48.480000000000004,2,0
482,1,0,0,492.69999999999993,53.16,0,1
483,0,0,0,517.1,56.29,1,0
484,0,0,0,578.9,46.470000000000006,3,0
485,0,0,0,825.7,90.46000000000001,2,1
486,0,0,0,571.3000000000001,57.67,0,0
487,0,0,0,655.8000000000001,65.32000000000001,0,0
488,0,0,0,659.6,62.93,1,0
489,0,0,0,593.2,57.32,4,0
490,0,1,37,658.1,70.11,2,0
491,0,1,43,613.3,58.91,1,0
492,0,0,0,504.40000000000003,55.92,1,0
493,1,0,0,763.2,81.81,0,1
494,0,0,0,666.4,64.53999999999999,1,0
495,0,0,0,434.70000000000005,43.21,1,0
496,0,0,0,636.3000000000001,58.78,0,0
497,0,0,0,529.3,54.019999999999996,3,0
498,1,1,37,614.7,63.519999999999996,0,1
499,0,0,0,673.6999999999999,70.42999999999999,4,0
500,0,0,0,489.0,46.26,1,0
501,0,0,0,750.6000000000001,83.37,0,1
502,0,0,0,604.7,61.53,0,0
503,0,0,0,533.9,47.97,0,0
504,0,1,22,557.1999999999999,48.07,3,0
505,0,1,34,471.70000000000005,46.62,2,0
506,0,0,0,719.5999999999999,66.03,2,0
507,0,1,27,614.2,56.88,5,0
508,0,1,19,552.5,54.17,0,0
509,0,1,31,685.1,72.80000000000001,1,0
510,0,0,0,484.6,45.81,0,0
511,0,0,0,582.0999999999999,57.0,1,0
512,0,0,0,597.1,62.14,0,0
513,0,0,0,734.3000000000001,73.88,0,0
514,0,1,24,654.7,67.08,1,0
515,0,1,22,597.7,67.53999999999999,3,0
516,0,0,0,482.70000000000005,52.52,1,0
517,0,1,39,284.3,27.54,0,0
518,0,0,0,735.0,75.56,3,1
519,0,0,0,607.3,69.64999999999999,2,0
520,0,0,0,607.5,64.36,1,0
521,0,1,22,583.8000000000001,65.3,3,0
522,0,1,31,569.5,58.739999999999995,1,0
523,0,0,0,497.00000000000006,58.88999999999999,2,0
524,0,0,0,478.9,47.910000000000004,0,0
525,0,0,0,445.8,45.77,1,0
526,0,0,0,720.3999999999999,71.07999999999998,0,0
527,0,0,0,412.69999999999993,50.08,3,0
528,0,0,0,620.4,62.01,1,0
529,0,1,22,681.8,64.6,2,0
530,0,0,0,563.6,65.03,2,0
531,0,0,0,639.0999999999999,67.96999999999998,1,0
532,0,1,33,609.6,63.5,0,0
533,0,0,0,491.6,52.47,0,0
534,0,0,0,596.4000000000001,54.95,3,0
535,0,0,0,520.5,60.61,0,0
536,0,0,0,580.8,64.83,1,0
537,0,0,0,564.0,59.05,0,0
538,1,0,0,766.1,77.32,1,1
539,0,1,38,541.6,65.05,3,0
540,0,1,32,457.30000000000007,33.86,1,0
541,0,0,0,616.0,61.96999999999999,1,0
542,0,0,0,544.4000000000001,66.29999999999998,1,0
543,0,0,0,522.9000000000001,51.92999999999999,1,0
544,0,0,0,660.1,65.27000000000001,4,0
545,0,0,0,434.9,38.6,1,0
546,0,0,0,707.5,66.92,0,0
547,0,0,0,606.1,64.49,0,0
548,0,0,0,410.2,38.94,0,0
549,0,0,0,434.4,45.06999999999999,0,0
550,0,0,0,612.8000000000001,61.2,1,0
551,0,1,23,589.6999999999999,56.46,1,0
552,0,0,0,615.3,64.59,3,0
553,0,0,0,471.29999999999995,40.23,1,0
554,0,0,0,608.9,62.97,1,0
555,0,1,42,657.2,60.89,3,0
556,0,0,0,563.2,59.019999999999996,2,0
557,0,0,0,684.4,66.7,3,0
558,0,0,0,665.5,62.38999999999999,4,0
559,0,0,0,425.4,36.58,2,0
560,0,1,22,569.4,57.71,2,0
561,1,1,30,709.9,71.63999999999999,2,0
562,0,0,0,616.8,64.48,1,0
563,0,0,0,545.5,56.22,1,0
564,0,0,0,653.0,63.58,2,0
565,0,1,38,590.9,56.94,0,0
566,0,0,0,527.9,61.480000000000004,1,0
567,0,0,0,595.7,56.64,3,0
568,0,1,36,602.6999999999999,62.0,1,0
569,0,0,0,593.1,56.04,2,0
570,0,0,0,609.8999999999999,54.0,1,0
571,0,0,0,706.9,76.4,3,1
572,0,0,0,734.0,72.41999999999999,2,0
573,0,0,0,638.2,73.21,2,0
574,0,1,37,583.3,62.39,2,0
575,1,1,20,544.7,57.470000000000006,1,0
576,1,0,0,538.0,40.8,3,0
577,0,0,0,517.8,52.24999999999999,5,1
578,1,0,0,561.2,54.169999999999995,2,1
579,0,0,0,622.0,60.13,1,0
580,0,0,0,611.8999999999999,61.70000000000001,1,0
581,0,1,20,591.3,65.11,1,0
582,0,0,0,453.70000000000005,38.4,0,0
583,0,1,17,693.5,67.57,5,0
584,0,0,0,571.3,59.84,1,0
585,0,0,0,645.7,64.72999999999999,1,0
586,0,1,26,560.6,56.89,1,0
587,0,0,0,508.9,47.93,1,0
588,0,0,0,614.9,60.339999999999996,1,0
589,0,0,0,621.2,68.31,1,0
590,0,1,32,495.9,50.830000000000005,3,0
591,0,1,29,559.3000000000001,50.04,0,0
592,0,1,23,488.2,54.18,3,0
593,0,0,0,595.1,60.05,1,0
594,0,0,0,522.2,56.69,2,0
595,0,0,0,612.2,66.08,2,0
596,0,0,0,556.8000000000001,52.220000000000006,1,0
597,0,1,21,690.7,62.89,2,0
598,0,0,0,674.6,66.88000000000001,1,0
599,0,0,0,582.6,62.34000000000001,2,0
600,1,0,0,642.8,63.60999999999999,1,0
601,0,1,31,621.4,58.48,0,0
602,0,0,0,563.4,59.09,2,0
603,1,0,0,667.5,71.1,0,1
604,0,1,26,614.1,66.38,2,0
605,0,0,0,621.4000000000001,67.93,3,0
606,0,0,0,593.1999999999999,62.56999999999999,1,0
607,0,0,0,589.6999999999999,58.510000000000005,1,0
608,0,0,0,619.8000000000001,61.93,0,0
